PeakID (cmd=annotatePeaks.pl shared_777_mESC_peaks_EGFP_clone2_3_over_21_3163_mm10_vM25.bed mm10),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
1812,chr3,89187004,89187456,+,0,NA,"exon (NM_001355765, exon 8 of 11)","exon (NM_001355765, exon 8 of 11)",4087,NM_001014995,68521,,NM_001014995,ENSMUSG00000032657,Entrep3,1110013L07Rik|Fam189b,endosomal transmembrane epsin interactor 3,protein-coding
1637,chr2,121139610,121140445,+,0,NA,promoter-TSS (NM_001290812),promoter-TSS (NM_001290812),-401,NM_001290812,75894,,NM_029475,ENSMUSG00000027259,Adal,4930578F03Rik,adenosine deaminase-like,protein-coding
980,chr15,49378646,49379146,+,0,NA,Intergenic,L1Md_A|LINE|L1,-586907,NM_001081391,239420,,NM_001081391,ENSMUSG00000022311,Csmd3,4930500N14Rik|mKIAA1894,CUB and Sushi multiple domains 3,protein-coding
2976,chr9,71215237,71216371,+,0,NA,promoter-TSS (NR_110519),promoter-TSS (NR_110519),15,NM_009022,19378,,NM_009022,ENSMUSG00000013584,Aldh1a2,Aldh1a7|Raldh1|Raldh2,"aldehyde dehydrogenase family 1, subfamily A2",protein-coding
2055,chr4,129599998,129600921,+,0,NA,promoter-TSS (NM_001368260),promoter-TSS (NM_001368260),189,NM_018799,54709,,NM_018799,ENSMUSG00000028798,Eif3i,36kDa|D4Ertd632e|Eif3s2|Trip1,"eukaryotic translation initiation factor 3, subunit I",protein-coding
1202,chr17,26839095,26839379,+,0,NA,"exon (NM_008700, exon 2 of 2)","exon (NM_008700, exon 2 of 2)",2328,NM_008700,18091,,NM_008700,ENSMUSG00000015579,Nkx2-5,Csx|Nkx-2.5|Nkx2.5|tinman,NK2 homeobox 5,protein-coding
3139,chrX,158042402,158043256,+,0,NA,"exon (NM_001310719, exon 1 of 21)","exon (NM_001310719, exon 1 of 21)",368,NM_001310719,245684,,NM_177751,ENSMUSG00000025658,Cnksr2,Cnk2|Ksr2,connector enhancer of kinase suppressor of Ras 2,protein-coding
2846,chr8,123603030,123603852,+,0,NA,Intergenic,Intergenic,-37354,NR_046127,100861480,,NR_046127,ENSMUSG00000119748,Gm25018,Rn5s10,"predicted gene, 25018",rRNA
1774,chr3,54915517,54916023,+,0,NA,"5' UTR (NM_177854, exon 1 of 3)","5' UTR (NM_177854, exon 1 of 3)",117,NM_177854,329641,,NM_177854,ENSMUSG00000056306,Sertm1,6030405A18Rik,serine rich and transmembrane domain containing 1,protein-coding
792,chr13,93498673,93499210,+,0,NA,"exon (NM_021310, exon 1 of 11)","exon (NM_021310, exon 1 of 11)",867,NM_021310,57748,,NM_021310,ENSMUSG00000021690,Jmy,-,junction-mediating and regulatory protein,protein-coding
271,chr10,95497109,95497441,+,0,NA,"intron (NM_001359477, intron 2 of 4)","intron (NM_001359477, intron 2 of 4)",4674,NM_001359476,67270,,NM_026065,ENSMUSG00000062981,Mrpl42,2700009F22Rik|2900055D03Rik|D10Ertd322e|HSPC204|L31mt|L42mt|MRP-L31|MRP-L42|MRP-S32|PTD007|Rpml31|S32mt,mitochondrial ribosomal protein L42,protein-coding
1851,chr3,108225777,108227034,+,0,NA,"exon (NM_008596, exon 1 of 6)","exon (NM_008596, exon 1 of 6)",194,NM_008596,17306,,NM_008596,ENSMUSG00000027887,Sypl2,Mg29,synaptophysin like 2,protein-coding
222,chr10,43021618,43021930,+,0,NA,"exon (NM_175407, exon 6 of 7)","exon (NM_175407, exon 6 of 7)",-30612,NR_153349,327749,,NR_153349,,Gm5079,C230040G06,predicted gene 5079,ncRNA
1539,chr2,34371317,34371970,+,0,NA,"intron (NM_016768, intron 1 of 8)",CpG,402,NM_001290576,18516,,NM_016768,ENSMUSG00000038718,Pbx3,-,pre B cell leukemia homeobox 3,protein-coding
2087,chr4,138217412,138217855,+,0,NA,"intron (NM_001356432, intron 1 of 11)",CpG,506,NM_001356432,15441,,NM_010470,ENSMUSG00000028759,Hp1bp3,Hp1bp74,"heterochromatin protein 1, binding protein 3",protein-coding
1580,chr2,74682086,74682649,+,0,NA,promoter-TSS (NM_008273),promoter-TSS (NM_008273),44,NM_008273,15431,,NM_008273,ENSMUSG00000042499,Hoxd11,E230017H14Rik|Hox-4.6|Hox-5.4|Hox-5.5,homeobox D11,protein-coding
2641,chr7,139187834,139188259,+,0,NA,"intron (NM_001162540, intron 1 of 11)",CpG,448,NM_021302,57740,,NM_021302,ENSMUSG00000015981,Stk32c,PKE|Pkek|YANK3,serine/threonine kinase 32C,protein-coding
268,chr10,93845640,93846541,+,0,NA,"exon (NM_001206851, exon 3 of 7)","exon (NM_001206851, exon 3 of 7)",14586,NM_001206851,327799,,NM_183199,ENSMUSG00000020020,Usp44,E430004F17Rik,ubiquitin specific peptidase 44,protein-coding
652,chr12,95248634,95249301,+,0,NA,Intergenic,L1Md_T|LINE|L1,-443259,NM_201518,399558,,NM_201518,ENSMUSG00000047414,Flrt2,-,fibronectin leucine rich transmembrane protein 2,protein-coding
2519,chr7,43674905,43675387,+,0,NA,"exon (NM_145582, exon 2 of 3)","exon (NM_145582, exon 2 of 3)",3115,NM_145582,233189,,NM_145582,ENSMUSG00000038888,Ctu1,Atpbd3,cytosolic thiouridylase subunit 1,protein-coding
3030,chr9,108831753,108832503,+,0,NA,"exon (NM_001359572, exon 2 of 36)","exon (NM_001359572, exon 2 of 36)",6083,NM_001359572,107934,,NM_080437,ENSMUSG00000023473,Celsr3,Adgrc3|Fmi1|flamingo|mKIAA0812,"cadherin, EGF LAG seven-pass G-type receptor 3",protein-coding
1746,chr3,18054516,18055894,+,0,NA,"exon (NM_021560, exon 1 of 1)","exon (NM_021560, exon 1 of 1)",880,NM_021560,59058,,NM_021560,ENSMUSG00000025128,Bhlhe22,Beta3|Beta3a|Bhlhb5,"basic helix-loop-helix family, member e22",protein-coding
899,chr14,56811907,56812902,+,0,NA,promoter-TSS (NM_144842),promoter-TSS (NM_144842),415,NR_152252,100503842,,NR_152252,ENSMUSG00000100017,2410022M11Rik,-,RIKEN cDNA 2410022M11 gene,ncRNA
1850,chr3,107596002,107596491,+,0,NA,"intron (NM_007441, intron 1 of 3)",CpG,1215,NM_007441,11694,,NM_007441,ENSMUSG00000014603,Alx3,-,aristaless-like homeobox 3,protein-coding
32,chr1,4491713,4493369,+,0,NA,"exon (NM_001289467, exon 3 of 3)","exon (NM_001289467, exon 3 of 3)",4813,NM_001289464,20671,,NM_011441,ENSMUSG00000025902,Sox17,-,SRY (sex determining region Y)-box 17,protein-coding
699,chr13,9094204,9094627,+,0,NA,"intron (NM_172585, intron 1 of 17)","intron (NM_172585, intron 1 of 17)",534,NM_001311117,217980,,NM_172585,ENSMUSG00000033499,Larp4b,A130023E24Rik|A630096F19|D13Wsu64e|Larp5,La ribonucleoprotein 4B,protein-coding
1056,chr15,99369809,99370568,+,0,NA,"exon (NM_001310622, exon 1 of 26)","exon (NM_001310622, exon 1 of 26)",294,NM_001310623,22379,,NM_011711,ENSMUSG00000023008,Fmnl3,2700073B04Rik|FBP11|Wbp3|mKIAA2014,formin-like 3,protein-coding
1823,chr3,94572018,94572542,+,0,NA,"intron (NM_001082484, intron 1 of 11)","intron (NM_001082484, intron 1 of 11)",10436,NM_029721,76742,,NM_029721,ENSMUSG00000028136,Snx27,5730552M22Rik|ESTM45|ESTM47,sorting nexin family member 27,protein-coding
1747,chr3,19627894,19628304,+,0,NA,Intergenic,Intergenic,-16361,NM_001081281,381485,,NM_001081281,ENSMUSG00000060913,Trim55,D830041C10Rik|MuRF-2|Murf2|Rnf29,tripartite motif-containing 55,protein-coding
2608,chr7,116093059,116093573,+,0,NA,promoter-TSS (NM_019772),promoter-TSS (NM_019772),-64,NM_019772,56372,,NM_019772,ENSMUSG00000030663,1110004F10Rik,Smacp|Smap|sid2057|sid2057p,RIKEN cDNA 1110004F10 gene,protein-coding
1750,chr3,27710009,27711272,+,0,NA,promoter-TSS (NM_173182),promoter-TSS (NM_173182),-188,NM_001356953,72007,,NM_173182,ENSMUSG00000039286,Fndc3b,1600019O04Rik|Fad104|mKIAA4164,fibronectin type III domain containing 3B,protein-coding
1518,chr2,29935416,29935807,+,0,NA,"intron (NM_028923, intron 1 of 15)",CpG,202,NM_028923,74412,,NM_028923,ENSMUSG00000019715,Gle1,4933405K21Rik|Gle1l,GLE1 RNA export mediator,protein-coding
173,chr1,172499931,172501121,+,0,NA,"intron (NM_178598, intron 1 of 4)",CpG,280,NM_178598,21346,,NM_178598,ENSMUSG00000026547,Tagln2,2700094C18Rik|SM22beta|Sm22B|Sm22a,transgelin 2,protein-coding
1759,chr3,36689042,36690184,+,0,NA,"intron (NM_019510, intron 1 of 11)",CpG,554,NM_019510,22065,,NM_019510,ENSMUSG00000027716,Trpc3,Mwk|Trcp3|Trp3|Trrp3,"transient receptor potential cation channel, subfamily C, member 3",protein-coding
3032,chr9,109251640,109251824,+,0,NA,Intergenic,L1Md_A|LINE|L1,-16978,NM_001008428,434440,,NM_001008428,ENSMUSG00000061701,Fbxw20,Fbxw12,F-box and WD-40 domain protein 20,protein-coding
3028,chr9,108692261,108692868,+,0,NA,"exon (NM_008924, exon 1 of 11)","exon (NM_008924, exon 1 of 11)",421,NM_008924,19087,,NM_008924,ENSMUSG00000032601,Prkar2a,1110061A24Rik|RII(alpha),"protein kinase, cAMP dependent regulatory, type II alpha",protein-coding
599,chr12,54695502,54696572,+,0,NA,promoter-TSS (NM_025456),promoter-TSS (NM_025456),-143,NM_001331162,66266,,NM_025456,ENSMUSG00000054302,Eapp,1810011O16Rik,E2F-associated phosphoprotein,protein-coding
1088,chr16,15636572,15636903,+,0,NA,"exon (NM_008565, exon 2 of 16)","exon (NM_008565, exon 2 of 16)",663,NM_008565,17217,,NM_008565,ENSMUSG00000022673,Mcm4,19G|Cdc21|Mcmd4|mKIAA4003|mcdc21,minichromosome maintenance complex component 4,protein-coding
2069,chr4,133545733,133545987,+,0,NA,"exon (NM_010948, exon 1 of 8)","exon (NM_010948, exon 1 of 8)",167,NM_010948,18221,,NM_010948,ENSMUSG00000028851,Nudc,SIG-92|Silg92,nudC nuclear distribution protein,protein-coding
2329,chr6,47655575,47655739,+,0,NA,promoter-TSS (NR_002841).9,promoter-TSS (NR_002841).9,-563,NR_002841,19799,,NR_002841,,Rn4.5s,-,4.5S RNA,rRNA
1579,chr2,74667852,74668850,+,0,NA,"exon (NM_008275, exon 1 of 2)","exon (NM_008275, exon 1 of 2)",126,NM_008275,15433,,NM_008275,ENSMUSG00000001819,Hoxd13,Hox-4.8|spdh,homeobox D13,protein-coding
847,chr14,20793766,20794007,+,0,NA,promoter-TSS (NR_153779),promoter-TSS (NR_153779),202,NM_001360186,12325,,NM_178597,ENSMUSG00000021820,Camk2g,Camkg,calcium/calmodulin-dependent protein kinase II gamma,protein-coding
262,chr10,84533486,84533926,+,0,NA,"exon (NM_175451, exon 1 of 2)","exon (NM_175451, exon 1 of 2)",182,NM_175451,216197,,NM_175451,ENSMUSG00000046841,Ckap4,5630400A09Rik|CLIMP-63|P63,cytoskeleton-associated protein 4,protein-coding
1872,chr3,126596334,126597758,+,0,NA,promoter-TSS (NM_023813),promoter-TSS (NM_023813),95,NM_001025438,108058,,NM_023813,ENSMUSG00000053819,Camk2d,2810011D23Rik|8030469K03Rik|CaMK II|[d]-CaMKII,"calcium/calmodulin-dependent protein kinase II, delta",protein-coding
2874,chr9,3019884,3021113,+,0,NA,Intergenic,GSAT_MM|Satellite|Satellite,18245,NR_039546,100628572,,NR_039546,ENSMUSG00000106183,Mir101c,mir-101c|mmu-mir-101c,microRNA 101c,ncRNA
2416,chr6,122819868,122820523,+,0,NA,promoter-TSS (NM_021899),promoter-TSS (NM_021899),11,NM_021899,60611,,NM_021899,ENSMUSG00000003154,Foxj2,Fhx,forkhead box J2,protein-coding
2591,chr7,99625404,99626962,+,0,NA,"exon (NM_001195529, exon 1 of 1)","exon (NM_001195529, exon 1 of 1)",920,NM_001195529,100503386,,NM_001195529,ENSMUSG00000096606,Tpbgl,EG245190|Gm4980,trophoblast glycoprotein-like,protein-coding
1634,chr2,119872705,119873011,+,0,NA,Intergenic,CpG,-24370,NM_013720,29808,,NM_013720,ENSMUSG00000033943,Mga,C130042M01Rik|D030062C11Rik|Mad5,MAX gene associated,protein-coding
2747,chr8,84661919,84663171,+,0,NA,"exon (NM_010499, exon 1 of 1)","exon (NM_010499, exon 1 of 1)",307,NM_010499,15936,,NM_010499,ENSMUSG00000053560,Ier2,Ch1|Pip92,immediate early response 2,protein-coding
3091,chrX,60404344,60404816,+,0,NA,promoter-TSS (NM_001359002),promoter-TSS (NM_001359002),-575,NM_001001798,320940,,NM_001001798,ENSMUSG00000062949,Atp11c,A330005H02Rik|Ig,"ATPase, class VI, type 11C",protein-coding
2523,chr7,44442365,44442873,+,0,NA,"intron (NM_198250, intron 1 of 2)","intron (NM_198250, intron 1 of 2)",132,NM_198250,272381,,NM_198250,ENSMUSG00000047085,Lrrc4b,A830007M12|Lrig4|Ngl3,leucine rich repeat containing 4B,protein-coding
1123,chr16,43979463,43979712,+,0,NA,TTS (NM_001172107),TTS (NM_001172107),222,NM_001007460,332175,,NM_001007460,ENSMUSG00000036304,Zdhhc23,DHHC-23|Gm1751|Gm779|nidd,"zinc finger, DHHC domain containing 23",protein-coding
34,chr1,6214913,6215268,+,0,NA,"intron (NM_009826, intron 1 of 23)",CpG,428,NM_009826,12421,,NM_009826,ENSMUSG00000025907,Rb1cc1,2900055E04Rik|5930404L04Rik|Cc1|FIP200|LaXp180,RB1-inducible coiled-coil 1,protein-coding
2636,chr7,135715977,135716560,+,0,NA,"5' UTR (NM_001081117, exon 1 of 14)","5' UTR (NM_001081117, exon 1 of 14)",111,NM_001081117,17345,,NM_001081117,ENSMUSG00000031004,Mki67,D630048A14Rik|Ki-67|Ki67,antigen identified by monoclonal antibody Ki 67,protein-coding
1040,chr15,91907425,91908077,+,0,NA,Intergenic,Intergenic,69423,NM_198927,223809,,NM_198927,ENSMUSG00000047295,Smgc,2310010P21Rik|DXImx49e|Muc19|Muc19/Smgc|Sfc21,submandibular gland protein C,protein-coding
3070,chrX,9200090,9200872,+,0,NA,"exon (NM_173414, exon 1 of 5)","exon (NM_173414, exon 1 of 5)",508,NM_173414,236285,,NM_173414,ENSMUSG00000047344,Lancl3,6030463G20Rik,LanC lantibiotic synthetase component C-like 3 (bacterial),protein-coding
237,chr10,61648836,61649308,+,0,NA,"intron (NM_026438, intron 1 of 10)",CpG,451,NM_026438,67895,,NM_026438,ENSMUSG00000020089,Ppa1,2010317E03Rik|Pyp,pyrophosphatase (inorganic) 1,protein-coding
3056,chr9,122569376,122569775,+,0,NA,Intergenic,CpG,-2926,NR_015610,319626,,NR_015610,ENSMUSG00000097736,9530059O14Rik,-,RIKEN cDNA 9530059O14 gene,ncRNA
1909,chr4,8911375,8911734,+,0,NA,Intergenic,CpG,160230,NM_001355382,320790,,NM_001033395,ENSMUSG00000041235,Chd7,A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis,chromodomain helicase DNA binding protein 7,protein-coding
890,chr14,54479535,54479893,+,0,NA,"exon (NM_080726, exon 5 of 5)","exon (NM_080726, exon 5 of 5)",3614,NM_080726,140743,,NM_080726,ENSMUSG00000022176,Rem2,-,rad and gem related GTP binding protein 2,protein-coding
3117,chrX,105120477,105120716,+,0,NA,"5' UTR (NM_053201, exon 1 of 1)","5' UTR (NM_053201, exon 1 of 1)",218,NM_053201,107528,,NM_053201,ENSMUSG00000031227,Magee1,DAMAGE|mMage-e1,MAGE family member E1,protein-coding
2165,chr5,34513532,34513990,+,0,NA,"exon (NM_139064, exon 1 of 6)","exon (NM_139064, exon 1 of 6)",218,NM_139064,231130,,NM_139064,ENSMUSG00000059866,Tnip2,1810020H16Rik|ABIN-2,TNFAIP3 interacting protein 2,protein-coding
212,chr10,34434898,34435257,+,0,NA,Intergenic,L1Md_T|LINE|L1,-16526,NM_001347463,319638,,NM_176968,ENSMUSG00000039480,Nt5dc1,6030401B09Rik|Nt5c2l1,5'-nucleotidase domain containing 1,protein-coding
44,chr1,22327661,22327974,+,0,NA,"intron (NM_183018, intron 26 of 30)",(TCTA)n|Simple_repeat|Simple_repeat,-365167,NM_001310477,226922,,NM_023872,ENSMUSG00000028033,Kcnq5,7730402H11|9230107O05Rik|D1Mgi1,"potassium voltage-gated channel, subfamily Q, member 5",protein-coding
1834,chr3,96374580,96374897,+,0,NA,Intergenic,Intergenic,-2295,NR_153346,102632400,,NR_153346,,Gm26689,-,"predicted gene, 26689",ncRNA
1918,chr4,12089418,12089822,+,0,NA,"intron (NM_001356562, intron 1 of 2)",CpG,250,NM_001356562,77604,,NM_198957,ENSMUSG00000052137,Rbm12b2,C430048L16Rik|Rbm12bb,RNA binding motif protein 12 B2,protein-coding
1250,chr17,46384114,46384438,+,0,NA,"exon (NM_207671, exon 1 of 10)","exon (NM_207671, exon 1 of 10)",510,NM_207671,57908,,NM_021346,ENSMUSG00000015597,Zfp318,2610034E08Rik|D530032D06Rik|TZF|Znf318,zinc finger protein 318,protein-coding
3080,chrX,36598375,36598791,+,0,NA,"exon (NM_016783, exon 1 of 3)","exon (NM_016783, exon 1 of 3)",390,NM_016783,53328,,NM_016783,ENSMUSG00000006373,Pgrmc1,HPR6.6|PPMR|Vema|mPR,progesterone receptor membrane component 1,protein-coding
952,chr14,122106871,122107745,+,0,NA,promoter-TSS (NR_015586),promoter-TSS (NR_015586),226,NM_080556,68059,,NM_080556,ENSMUSG00000025544,Tm9sf2,1500001N15Rik|D14Ertd64e|P76,transmembrane 9 superfamily member 2,protein-coding
2272,chr5,139543865,139544786,+,0,NA,"intron (NM_013702, intron 1 of 2)",CpG,427,NM_013702,22255,,NM_013702,ENSMUSG00000029546,Uncx,Chx4|Uncx4.1,UNC homeobox,protein-coding
602,chr12,55598901,55600327,+,0,NA,"exon (NM_020287, exon 1 of 1)","exon (NM_020287, exon 1 of 1)",697,NM_020287,56856,,NM_020287,ENSMUSG00000045440,Insm2,Mlt1,insulinoma-associated 2,protein-coding
2585,chr7,92636433,92637349,+,0,NA,"5' UTR (NM_028665, exon 1 of 12)","5' UTR (NM_028665, exon 1 of 12)",251,NM_028665,73845,,NM_028665,ENSMUSG00000041343,Ankrd42,4931426M20|4933417L02Rik|Ikbn,ankyrin repeat domain 42,protein-coding
2332,chr6,47744489,47744878,+,0,NA,promoter-TSS (NR_002841).2,promoter-TSS (NR_002841).2,-452,NR_002841,19799,,NR_002841,,Rn4.5s,-,4.5S RNA,rRNA
1510,chr2,25607763,25608604,+,0,NA,TTS (NM_029859),TTS (NM_029859),298,NM_001024616,227624,,NM_001024616,ENSMUSG00000015087,Rabl6,B230208H17Rik|Rbel1|Rbel1a|Rbel1b|parf,"RAB, member RAS oncogene family-like 6",protein-coding
421,chr11,75193061,75194611,+,0,NA,promoter-TSS (NM_177708),promoter-TSS (NM_177708),-157,NM_177708,237847,,NM_177708,ENSMUSG00000045287,Rtn4rl1,Ngr3|Ngrh2|Ngrl2,reticulon 4 receptor-like 1,protein-coding
1279,chr17,74047249,74048051,+,0,NA,"exon (NM_053188, exon 1 of 5)","exon (NM_053188, exon 1 of 5)",210,NM_053188,94224,,NM_053188,ENSMUSG00000038541,Srd5a2,5ART2|S5AR 2,steroid 5 alpha-reductase 2,protein-coding
2894,chr9,21164785,21166395,+,0,NA,promoter-TSS (NM_183408),promoter-TSS (NM_183408),-124,NM_183408,18577,,NM_019798,ENSMUSG00000032177,Pde4a,D9Ertd60e|Dpde2,"phosphodiesterase 4A, cAMP specific",protein-coding
1314,chr18,11053219,11053614,+,0,NA,promoter-TSS (NR_105022),promoter-TSS (NR_105022),-849,NR_105023,68434,,NR_105022,ENSMUSG00000097222,Gata6os,1010001N08Rik|Gata6as|LncGata6,"GATA binding protein 6, opposite strand",ncRNA
2132,chr5,4757373,4757810,+,0,NA,"5' UTR (NM_021457, exon 1 of 1)","5' UTR (NM_021457, exon 1 of 1)",625,NM_021457,14362,,NM_021457,ENSMUSG00000044674,Fzd1,FZ-1|Fz1,frizzled class receptor 1,protein-coding
872,chr14,41723873,41724211,+,0,NA,Intergenic,L1Md_T|LINE|L1,-22134,NM_001384239,666376,,NM_001384239,,Gm8068,EG666376,predicted gene 8068,protein-coding
1111,chr16,31200226,31200917,+,0,NA,"intron (NM_030138, intron 1 of 22)",CpG,667,NM_030138,78618,,NM_030138,ENSMUSG00000049076,Acap2,4832442G16|9530039J15Rik|CNT-B2|Centb2|mKIAA0041,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",protein-coding
2732,chr8,72722720,72723487,+,0,NA,promoter-TSS (NM_001113248),promoter-TSS (NM_001113248),-167,NM_001113248,20467,,NM_009188,ENSMUSG00000031622,Sin3b,2810430C10Rik,"transcriptional regulator, SIN3B (yeast)",protein-coding
3049,chr9,120164079,120164318,+,0,NA,"intron (NR_153958, intron 2 of 5)","intron (NR_153958, intron 2 of 5)",14456,NR_153959,17433,,NM_008614,ENSMUSG00000032517,Mobp,MOBP155|MOBP170|MOBP69|MOBP73|MOBP81,myelin-associated oligodendrocytic basic protein,protein-coding
2435,chr6,140623028,140623465,+,0,NA,promoter-TSS (NM_009637),promoter-TSS (NM_009637),-256,NM_009637,11569,,NM_009637,ENSMUSG00000030232,Aebp2,B230313N05Rik,AE binding protein 2,protein-coding
1296,chr17,87282520,87283446,+,0,NA,promoter-TSS (NM_028639),promoter-TSS (NM_028639),97,NM_028639,225049,,NM_028639,ENSMUSG00000036918,Ttc7,1110035E02Rik|1700007L07Rik|Ttc7a|fsn|hea,tetratricopeptide repeat domain 7,protein-coding
1829,chr3,95172162,95174094,+,0,NA,"exon (NM_001272024, exon 21 of 21)","exon (NM_001272024, exon 21 of 21)",8789,NM_011351,20360,,NM_011351,ENSMUSG00000038777,Sema6c,Semay|mKIAA1869,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",protein-coding
2126,chr4,155360845,155361598,+,0,NA,"exon (NM_008860, exon 1 of 18)","exon (NM_008860, exon 1 of 18)",207,NM_008860,18762,,NM_008860,ENSMUSG00000029053,Prkcz,Pkcz|aPKCzeta|nPKC-zeta|zetaPKC,"protein kinase C, zeta",protein-coding
1349,chr18,45559576,45560441,+,0,NA,promoter-TSS (NM_080465),promoter-TSS (NM_080465),-146,NM_080465,140492,,NM_080465,ENSMUSG00000054477,Kcnn2,KCa2.2|SK2|SKCA2|bc|fri,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",protein-coding
1563,chr2,60880909,60881214,+,0,NA,"intron (NM_020296, intron 1 of 13)",CpG,377,NM_001141932,56878,,NM_020296,ENSMUSG00000026970,Rbms1,2600014B10Rik|MSSP-1|MSSP-2|MSSP-3|YC1,"RNA binding motif, single stranded interacting protein 1",protein-coding
1783,chr3,60045205,60045762,+,0,NA,Intergenic,(CACAG)n|Simple_repeat|Simple_repeat,13695,NM_023383,67758,,NM_023383,ENSMUSG00000027761,Aadac,5033417E09Rik|Aada,arylacetamide deacetylase,protein-coding
3106,chrX,99136182,99136587,+,0,NA,"5' UTR (NM_010110, exon 1 of 5)","5' UTR (NM_010110, exon 1 of 5)",323,NM_010110,13641,,NM_010110,ENSMUSG00000031217,Efnb1,Cek5-L|EFL-3|Elk-L|Epl2|Eplg2|LERK-2|Lerk2|Stra1,ephrin B1,protein-coding
1656,chr2,132252922,132253191,+,0,NA,"5' UTR (NM_011045, exon 1 of 6)","5' UTR (NM_011045, exon 1 of 6)",124,NM_011045,18538,,NM_011045,ENSMUSG00000027342,Pcna,-,proliferating cell nuclear antigen,protein-coding
283,chr10,115385000,115385860,+,0,NA,promoter-TSS (NM_025780),promoter-TSS (NM_025780),471,NM_001033261,216345,,NM_001033261,ENSMUSG00000034163,Zfc3h1,Ccdc131|Psrc2,"zinc finger, C3H1-type containing",protein-coding
1179,chr17,14203345,14204229,+,0,NA,promoter-TSS (NM_172826),promoter-TSS (NM_172826),44,NM_172826,240025,,NM_172826,ENSMUSG00000048826,Dact2,2900084M21Rik|A630024E20|Dpr2|Frd2|dapper2,dishevelled-binding antagonist of beta-catenin 2,protein-coding
423,chr11,76027016,76027745,+,0,NA,"intron (NM_029658, intron 1 of 2)",CpG,402,NM_029658,76566,,NM_029658,ENSMUSG00000020846,Rflnb,1500005K14Rik|Fam101b|RefilinB|cfm,refilin B,protein-coding
1338,chr18,36017857,36018180,+,0,NA,"exon (NM_001167891, exon 10 of 10)","exon (NM_001167891, exon 10 of 10)",53188,NM_028707,74002,,NM_028707,ENSMUSG00000024347,Psd2,6330404E20Rik|EFA6C,pleckstrin and Sec7 domain containing 2,protein-coding
2909,chr9,34486033,34486306,+,0,NA,Intergenic,CpG,-2562,NM_001190912,67703,,NM_026324,ENSMUSG00000032036,Kirrel3,1500010O20Rik|2900036G11Rik|NEPH2|SST4|mKIAA1867,kirre like nephrin family adhesion molecule 3,protein-coding
737,chr13,48625028,48626021,+,0,NA,"5' UTR (NM_001301781, exon 1 of 11)","5' UTR (NM_001301781, exon 1 of 11)",148,NM_001301781,218232,,NM_207232,ENSMUSG00000038042,Ptpdc1,Naa-1|Ptpcd1,protein tyrosine phosphatase domain containing 1,protein-coding
